id,name,tagline,description,votes,website,launch_date,url,topics,makers
1124409,SocLeads 3.0,Scrape emails from socials and maps by location,"SocLeads now scrapes emails from Instagram, Facebook, LinkedIn, YouTube, and Google Maps across entire countries 🌍📧 Geo-filters. More results. No code needed. 🚀",576,https://www.producthunt.com/r/ALZHOD7ZH2TWYV?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-18T07:01:00Z,https://www.producthunt.com/products/socleads?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Email, Social Media, Marketing",[REDACTED]
1140630,Naptick AI,Al sleep companion that helps fall asleep without struggle,"Naptick is a smart bedside AI sleep companion designed for founders, professionals, light sleepers, and anyone struggling with nighttime stress or doomscrolling. It combines circadian light therapy, 1000+ adaptive soundscapes, room condition intelligence, app-locking, and an on-device AI sleep coach to help users fall asleep faster and wake up refreshed. Unlike passive sleep trackers, Naptick is built phone-free by design and actively helps improve sleep before the night begins.",569,https://www.producthunt.com/r/OT2VX5IW7L4F7E?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-14T07:01:00Z,https://www.producthunt.com/products/naptick-ai-sleep-companion/launches/naptick-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Health & Fitness, Hardware, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1134267,mailX by mailwarm,Email deliverability toolkit for humans and AI agents,"Your emails go to spam. mailX shows you why, and how to fix it in seconds with clear answers and exact steps. Built for humans and AI agents. API and MCP ready.",566,https://www.producthunt.com/r/H2XLXASAORMP7Z?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-20T07:01:00Z,https://www.producthunt.com/products/mailx-by-mailwarm-yc-s20?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Email, Email Marketing, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1132754,Postiz,Agentic social media scheduler for agents like OpenClaw,"Connect Postiz to your personal AI Agent, such as OpenClaw / Claude / nanoclaw / PaperClip, and schedule thousands of social media posts to 30+ Social media networks in one go. You can either install the Postiz SKILL and use the Postiz CLI, or use the Postiz MCP and connect it to a remote server; any connection use case is supported.",565,https://www.producthunt.com/r/DTE56DREXBP3M6?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-01T07:01:00Z,https://www.producthunt.com/products/postiz/launches/postiz-3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Social Media, Marketing automation, Social media marketing",[REDACTED]
1136553,Shadow 2.0,"The work your meetings create, done before they end","Every online call creates a to-do list. Shadow clears it live. It understands your conversation, tracks what needs to happen, and executes tasks in real time. PDF creation, slide generation, CRM updates, follow-ups, and scheduling before the call ends. Our goal is to have no post-call work. Just stay focused while Shadow handles everything in the background. Starting with core workflows and expanding to everything your calls create.",555,https://www.producthunt.com/r/6DYONUBX4ZQVHY?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-06T07:01:00Z,https://www.producthunt.com/products/shadow-6/launches/shadow-2-0-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Meetings, YC Application","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1152111,Pancake,OpenClaw in Slack that makes your company autonomous,"Every other AI product is a tool that makes you more productive. A copilot. An assistant. A coworker. Something you use. Pancake makes your company autonomous. Agents with roles, goals, and a heartbeat working while you sleep. You set direction, approve the irreversible, the rest runs. Prepare yourself to be prompted by Pancake.",552,https://www.producthunt.com/r/AYXK7CGT2LEPGB?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-28T07:01:00Z,https://www.producthunt.com/products/pancake-6?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Slack, Artificial Intelligence, Maker Tools","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1152148,Tycoon AI ,Run one-person companies entirely with AI agents,"Tycoon.us enables you to run an entire company with AI agents, powered by Astra, an AI CEO, and 10+ ready-to-use AI agents you can choose from, from CMO who manages X to CTO who codes. Astra also manages Claude Code/Hermes. Give Astra a KPI or project, like “10x traffic this month,” or “launch onboarding flows.” She creates a plan, assigns agents, tracks progress, and asks for approval when needed. Every agent is out of box, so no setup, coding, or API keys required.",549,https://www.producthunt.com/r/RL4GWQKCKC4Y5K?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-21T07:01:00Z,https://www.producthunt.com/products/tycoon-us?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Marketing, Artificial Intelligence, Tech","[REDACTED], [REDACTED], [REDACTED]"
1138927,articuler.ai,Describe your goal. Meet the right professional.,"Networking is broken because keyword search is broken. We bring real connections to the table — the investor who funds your round, the hire who ships your roadmap, the partner who opens your next market. Tell us your intent and Articuler does three things: (1) Match across 980M public profiles, or within a scope like ""VCs who wrote checks in Q1 2026."" (2) Playbook: decode anyone from their public footprint. (3) Cold email: a first note that actually lands. 15% reply rate. 8x cold outreach.",548,https://www.producthunt.com/r/ZTPLA6JAPDGMNV?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-11T07:01:00Z,https://www.producthunt.com/products/articuler-ai/launches/articuler-ai-4?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Social Network, Career, Community","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1139974,Kelviq,"Payments, tax, and billing for SaaS & AI companies","Kelviq is the complete monetization platform for SaaS, AI, and digital products. It handles payments, global tax, subscriptions, usage-based billing, digital delivery, license keys, and compliance in one place, for 3.5% + 40¢ per transaction.",546,https://www.producthunt.com/r/F6U3WKKQYBLXSI?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-12T07:01:00Z,https://www.producthunt.com/products/kelviq/launches/kelviq-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Payments, SaaS, Developer Tools","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1136169,Fere AI,AI agents that turn signals into crypto + Polymarket trades,"Unlike generic crypto research assistants, Fere turns market signals into autonomous trading workflows. Agents research opportunities, build trade setups, optimize routes and fees, execute with a wallet, and monitor strategies 24/7 across crypto and Polymarket. Standout features include autonomous Polymarket trading, entry/exit rules, stop-loss controls, execution routing, and lower-cost agent runs.",533,https://www.producthunt.com/r/5IJWOH2H3DJIER?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-17T07:01:00Z,https://www.producthunt.com/products/fere-ai/launches/fere-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Fintech, Artificial Intelligence, Web3","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1151377,Stitch 3.0 by Google,Generate and iterate UI screens with AI on a live canvas,"Stitch generates UI screens for mobile and web from text prompts, with streaming edits, in-place AI changes, and one-click export to Figma, Netlify, Lovable, and Bolt. For product designers and developers prototyping fast.",529,https://www.producthunt.com/r/2WIQLRJ4DNSJF5?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-24T07:01:00Z,https://www.producthunt.com/products/stitch-by-google?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Design Tools, User Experience, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED]"
1147569,LobeHub,Your Chief Agent Operator for multi-agent work,"LobeHub is a Chief Agent Operator (CAO) that builds, runs, and coordinates your AI agent team. Describe a goal, and it assembles the right agents/skills, runs tasks in parallel in the cloud, routes work across models, and reports back only when decisions are needed—via your existing channels (Slack/Discord/Telegram/iMessage). Less tab-switching, more outcomes.",526,https://www.producthunt.com/r/GDRCLPANDCILEI?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-18T07:01:00Z,https://www.producthunt.com/products/lobehub?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1146113,Vivago Video Agent,Skip the prompting. Produce consistently compelling videos. ,Vivago Video Agent lets you generate consistently compelling narrative videos with natural language. No more annoying prompting! Our video agent ensures every scene stays on-brand and internally coherent by guiding you through a structured creative process. Just share your assets and describe your story — a swarm of AI directors will invent characters and write a compelling story for you. See the keyframes before rendering. Your 1-min 1080P story video will be ready in 40 mins.,524,https://www.producthunt.com/r/4UYKCH63ZLBZY7?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-17T07:01:00Z,https://www.producthunt.com/products/viva/launches/vivago-video-agent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Marketing, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1146232,SpotsNow,Track who's advertising across podcasts w/ campaign insights,"Track who's advertising on every podcast, what they're spending, and where their campaigns are running — then buy open inventory directly from publishers, all in one place. The competitive intelligence layer for podcast ads.",520,https://www.producthunt.com/r/IXZOC4RHEEXJVY?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-28T07:01:00Z,https://www.producthunt.com/products/spotsnow?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Analytics, Advertising, Radio","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1139956,Kanwas,An open-source brain for your team,"For you, your agent, your coworker and their agent. It holds the team's critical know-how, research, decisions and data. But it's not a dead storage. It's a workspace that makes the context workable for humans as well as agents.",519,https://www.producthunt.com/r/B4UPX2JVYGVZFJ?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-06T07:01:00Z,https://www.producthunt.com/products/kanwas/launches/kanwas?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1141013,Memoket Gem,An AI wearable that remembers your conversations all day,"We’re opening 50 free spots for our Founding Member Program for founders, SMB owners who want to try Memoket Gem early. Memoket Gem is an all-day AI wearable that captures meetings, calls, coffee chats, and decisions on the go. It summarizes key moments, connects context across conversations, and turns them into tasks, notes, and follow-ups in the tools you already use. Join us and help shape the future of real-world AI memory.",506,https://www.producthunt.com/r/UIMN4URVUICVGJ?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-13T07:01:00Z,https://www.producthunt.com/products/memoket-gem/launches/memoket-gem?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Wearables, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1141978,Monid 2.0,OpenRouter for agent tools,"One skill, every tool your agent needs. Monid is OpenRouter for agent tools. Plug in once, and your agent can discover, compare, and pay for any of 200+ tools on demand: social scrapers, search APIs, ecommerce data, lead gen, and more.",487,https://www.producthunt.com/r/RGRECF5QMV23LX?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-08T07:01:00Z,https://www.producthunt.com/products/monid/launches/monid-2-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Developer Tools, Artificial Intelligence, YC Application","[REDACTED], [REDACTED]"
1144878,TestSprite 3.0,Let a fleet of parallel agents test your app in minutes,"TestSprite generates and runs end-to-end tests for your app, autonomously. For backend, we can now generate complex integration tests with dynamic variables, auto-cleanup, and Data Flow debugging. For frontend, we now send a fleet of parallel AI agents to explore your app first — clicking through every feature like real users, then feeding results into testing. We're the first to do this. 3.0 also adds auto-heal for UI drift, auto-auth for regression, and a CLI for Claude Code, Codex users.",477,https://www.producthunt.com/r/DP36SVO3Y3LMV7?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-22T07:01:00Z,https://www.producthunt.com/products/testsprite?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Developer Tools, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1129128,Superset 2.0,Run 100s of coding agents on any machine from anywhere,"Run 100s parallel coding agents, offload them to different machines. Rewritten from scratch to support remote workspaces. Share and collaborate with teammates in realtime. Works for any CLI agent.",474,https://www.producthunt.com/r/DLXL3IV2Y7S2VX?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-06T07:01:00Z,https://www.producthunt.com/products/superset-5/launches/superset-2-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Text Editors, Developer Tools, Artificial Intelligence, GitHub","[REDACTED], [REDACTED], [REDACTED]"
1147823,Powabase,"Build AI apps with Postgres, RAG, and agents","Powabase is a backend-as-a-service for AI-native applications, combining Postgres, RAG, agents, memory, workflows, and automation primitives in one platform. It helps agencies and in-house IT teams build new AI apps or add AI automation to existing products without stitching together fragmented infrastructure. Designed to work seamlessly with modern coding agents, Powabase helps teams ship faster while building more robust, token-efficient systems.",468,https://www.producthunt.com/r/6BBPF3XTDL5C2Y?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-27T07:01:00Z,https://www.producthunt.com/products/powabase?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Developer Tools, Artificial Intelligence, Database","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1141227,HasData,Web scraping service for AI agents,"HasData is the managed web scraping service for data pipelines and AI agents. Send any URL, get clean JSON or Markdown back in one API call. We handle proxies, browser rendering, retries, and anti-bot. 50+ ready scrapers cover Google Search, Maps, News, Zillow, Indeed, and major e-commerce. AI extraction handles any other URL from a plain-text prompt. Use it from Claude, ChatGPT, or your own AI agent via MCP. CLI for everything else.",457,https://www.producthunt.com/r/6FFSO6JJJ2XS3Q?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-15T07:01:00Z,https://www.producthunt.com/products/hasdata/launches/hasdata?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Artificial Intelligence, Data, Vercel Day","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1132321,Huddle01 VMs,Virtual Machines for Your Agents,"Huddle01 Cloud allows you to spin up a Virtual Machine (VM) from your favourite AI assistant now! The MCP server lets you control your infrastructure setup on Huddle01 just by chatting. Works with Claude, Cursor, Antigravity, or anywhere you can set up MCPs. Your virtual machines come with Unlimited Ingress, Per-second billing, and Unthrottled NVMe Storage.",455,https://www.producthunt.com/r/UYBGFPMMHGEL7A?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-03T07:01:00Z,https://www.producthunt.com/products/huddle01-cloud-2/launches/huddle01-vms?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Developer Tools, Artificial Intelligence, Development","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1154630,Bluedot 2.1,Record on Apple Watch. Sync with Claude,"Bluedot 2.1 brings your real-world conversations into Claude. Record conversations directly from your Apple Watch, then sync them with Claude through MCP. Capture customer calls, hallway chats, interviews, coffee meetings, and in-person conversations, without a laptop or meeting bot. Bluedot turns every conversation into searchable, AI-ready context that Claude can summarize, search, and act on.",435,https://www.producthunt.com/r/FBQTRS2UMIX3RW?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-27T07:01:00Z,https://www.producthunt.com/products/bluedot-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Android, Apple Watch, Productivity","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1137008,OpenJobs AI,End-to-End Autonomous AI Recruiter,"Tell us what role you’re hiring for. AI recruiter sources qualified candidates, screens them against your requirements, sends personalized outreach, tracks replies, and books interviews directly on your calendar.",432,https://www.producthunt.com/r/DZIBWQICPJ7Z4E?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-11T07:00:00Z,https://www.producthunt.com/products/openjobs-ai/launches/openjobs-ai-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Hiring, Pitch Singapore","[REDACTED], [REDACTED], [REDACTED]"
1150337,Composer 2.5,Cursor’s most powerful model yet,"A substantial improvement in intelligence and behavior over Composer 2, particularly on long-horizon agentic tasks.",430,https://www.producthunt.com/r/ZEXWSSPQZYCABO?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-19T07:01:00Z,https://www.producthunt.com/products/cursor?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Artificial Intelligence, Development","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1033481,Bond,Outbound campaigns powered by real buying signals,"Bond is your AI GTM Engineer. Tell it who you want to reach. It builds the audience, plans the campaign, writes the messaging, and executes it end to end. Every data provider and outreach tool you need, in one workflow. Build your first campaign in 15 minutes.",425,https://www.producthunt.com/r/H7KRMGFGCJKRRE?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-26T07:01:00Z,https://www.producthunt.com/products/outbond?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Sales, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED]"
